hour,events
1996-05-21T00,100
1996-05-21T02,5
1996-05-21T03,52
1996-05-21T04,50
1996-05-21T05,105
1996-05-21T06,116
1996-05-21T07,247
1996-05-21T08,296
1996-05-21T09,379
1996-05-21T10,255
1996-05-21T11,228
1996-05-21T12,623
1996-05-21T13,1433
1996-05-21T14,657
1996-05-21T15,400
1996-05-21T16,369
1996-05-21T17,216
1996-05-21T18,299
1996-05-21T19,297
1996-05-21T20,456
1996-05-21T21,318
1996-05-21T22,186
1996-05-21T23,136
1996-05-22T00,211
1996-05-22T01,47
1996-05-22T02,139
1996-05-22T03,63
1996-05-22T04,83
1996-05-22T05,109
1996-05-22T06,85
1996-05-22T07,216
1996-05-22T08,388
1996-05-22T09,171
1996-05-22T10,545
1996-05-22T11,294
1996-05-22T12,566
1996-05-22T13,487
1996-05-22T14,615
1996-05-22T15,655
1996-05-22T16,317
1996-05-22T17,161
1996-05-22T18,48
1996-05-22T19,392
1996-05-22T20,460
1996-05-22T21,289
1996-05-22T22,409
1996-05-22T23,356
1996-05-23T00,166
1996-05-23T01,199
1996-05-23T02,231
1996-05-23T03,105
1996-05-23T04,159
1996-05-23T05,49
1996-05-23T06,227
1996-05-23T07,160
1996-05-23T08,509
1996-05-23T09,341
1996-05-23T10,326
1996-05-23T11,443
1996-05-23T12,522
1996-05-23T13,270
1996-05-23T14,567
1996-05-23T15,484
1996-05-23T16,581
1996-05-23T17,359
1996-05-23T18,561
1996-05-23T19,812
1996-05-23T20,451
1996-05-23T21,427
1996-05-23T22,225
1996-05-23T23,304
1996-05-24T00,110
1996-05-24T01,207
1996-05-24T02,103
1996-05-24T03,71
1996-05-24T04,49
1996-05-24T05,366
1996-05-24T06,340
1996-05-24T07,219
1996-05-24T08,352
1996-05-24T09,565
1996-05-24T10,425
1996-05-24T11,258
1996-05-24T12,536
1996-05-24T13,766
1996-05-24T14,166
1996-05-24T15,444
1996-05-24T16,338
1996-05-24T17,502
1996-05-24T18,399
1996-05-24T19,482
1996-05-24T20,386
1996-05-24T21,367
1996-05-24T22,435
1996-05-24T23,75
1996-05-25T00,212
1996-05-25T01,56
1996-05-25T02,212
1996-05-25T03,42
1996-05-25T04,127
1996-05-25T05,281
1996-05-25T06,358
1996-05-25T07,244
1996-05-25T08,221
1996-05-25T09,238
1996-05-25T10,663
1996-05-25T11,384
1996-05-25T12,269
1996-05-25T13,566
1996-05-25T14,328
1996-05-25T15,263
1996-05-25T16,444
1996-05-25T17,670
1996-05-25T18,326
1996-05-25T19,187
1996-05-25T20,563
1996-05-25T21,505
1996-05-25T22,76
1996-05-25T23,192
1996-05-26T00,126
1996-05-26T01,125
1996-05-26T02,199
1996-05-26T03,136
1996-05-26T04,84
1996-05-26T05,321
1996-05-26T06,113
1996-05-26T07,168
1996-05-26T08,258
1996-05-26T09,334
1996-05-26T10,505
1996-05-26T11,273
1996-05-26T12,239
1996-05-26T13,380
1996-05-26T14,280
1996-05-26T15,416
1996-05-26T16,609
1996-05-26T17,168
1996-05-26T18,461
1996-05-26T19,432
1996-05-26T20,740
1996-05-26T21,481
1996-05-26T22,191
1996-05-26T23,390
1996-05-27T00,153
1996-05-27T01,153
1996-05-27T02,288
1996-05-27T03,70
1996-05-27T04,220
1996-05-27T05,265
1996-05-27T06,269
1996-05-27T07,156
1996-05-27T08,320
1996-05-27T09,549
1996-05-27T10,235
1996-05-27T11,482
1996-05-27T12,307
1996-05-27T13,401
1996-05-27T14,341
1996-05-27T15,519
1996-05-27T16,368
1996-05-27T17,349
1996-05-27T18,402
1996-05-27T19,476
1996-05-27T20,449
1996-05-27T21,365
1996-05-27T22,433
1996-05-27T23,217
1996-05-28T00,114
1996-05-28T01,219
1996-05-28T02,147
1996-05-28T03,134
1996-05-28T04,21
1996-05-28T05,97
1996-05-28T06,194
1996-05-28T07,200
1996-05-28T08,459
1996-05-28T09,370
1996-05-28T10,404
1996-05-28T11,536
1996-05-28T12,489
1996-05-28T16,1
1996-05-28T20,3
1996-05-28T21,1
1996-05-28T23,5
1996-05-29T00,5
1996-05-29T01,1
1996-05-29T02,1
1996-05-29T08,1
1996-05-29T11,10
1996-05-29T12,414
1996-05-29T13,723
1996-05-29T14,444
1996-05-29T15,603
1996-05-29T16,501
1996-05-29T17,613
1996-05-29T18,409
1996-05-29T19,398
1996-05-29T20,325
1996-05-29T21,455
1996-05-29T22,392
1996-05-29T23,432
1996-05-30T00,44
1996-05-30T01,243
1996-05-30T02,319
1996-05-30T03,242
1996-05-30T04,89
1996-05-30T05,234
1996-05-30T06,227
1996-05-30T07,362
1996-05-30T08,252
1996-05-30T09,169
1996-05-30T10,457
1996-05-30T11,311
1996-05-30T12,399
1996-05-30T13,284
1996-05-30T14,684
1996-05-30T15,369
1996-05-30T16,578
1996-05-30T17,840
1996-05-30T18,615
1996-05-30T19,1019
1996-05-30T20,409
1996-05-30T21,107
1996-05-30T22,354
1996-05-30T23,81
1996-05-31T00,166
1996-05-31T01,223
1996-05-31T02,87
1996-05-31T03,35
1996-05-31T04,87
1996-05-31T05,31
1996-05-31T06,254
1996-05-31T07,64
1996-05-31T08,645
1996-05-31T09,223
1996-05-31T10,413
1996-05-31T11,248
1996-05-31T12,214
1996-05-31T13,868
1996-05-31T14,1013
1996-05-31T15,454
1996-05-31T16,262
1996-05-31T17,481
1996-05-31T18,548
1996-05-31T19,225
1996-05-31T20,416
1996-05-31T21,552
1996-05-31T22,282
1996-05-31T23,13
1996-06-01T00,48
1996-06-01T01,148
1996-06-01T02,97
1996-06-01T03,1
1996-06-01T04,88
1996-06-01T05,67
1996-06-01T06,187
1996-06-01T07,225
1996-06-01T08,130
1996-06-01T09,211
1996-06-01T10,280
1996-06-01T11,416
1996-06-01T12,236
1996-06-01T13,342
1996-06-01T14,385
1996-06-01T15,429
1996-06-01T16,460
1996-06-01T17,643
1996-06-01T18,565
1996-06-01T19,166
1996-06-01T20,457
1996-06-01T21,188
1996-06-01T22,48
1996-06-01T23,485
1996-06-02T00,247
1996-06-02T01,1
1996-06-02T02,146
1996-06-02T03,158
1996-06-02T04,38
1996-06-02T06,111
1996-06-02T07,143
1996-06-02T08,196
1996-06-02T09,405
1996-06-02T10,396
1996-06-02T11,35
1996-06-02T12,366
1996-06-02T13,607
1996-06-02T14,666
1996-06-02T15,461
1996-06-02T16,448
1996-06-02T17,528
1996-06-03T09,430
1996-06-03T10,391
1996-06-03T11,1093
1996-06-03T12,638
1996-06-03T13,464
1996-06-03T14,866
1996-06-03T15,475
1996-06-03T16,271
1996-06-03T17,326
1996-06-03T18,355
1996-06-03T19,527
1996-06-03T20,495
1996-06-03T21,389
1996-06-03T22,241
1996-06-03T23,188
1996-06-04T00,618
1996-06-04T01,397
1996-06-04T02,95
1996-06-04T03,107
1996-06-04T04,186
1996-06-04T05,160
1996-06-04T06,201
1996-06-04T07,381
1996-06-04T08,354
1996-06-04T09,258
1996-06-04T10,378
1996-06-04T11,723
1996-06-04T12,1020
1996-06-04T13,426
1996-06-04T14,540
1996-06-04T15,470
1996-06-04T16,587
1996-06-04T17,314
1996-06-04T18,440
1996-06-04T19,449
1996-06-04T20,559
1996-06-04T21,312
1996-06-04T22,184
1996-06-04T23,130
1996-06-05T00,158
1996-06-05T01,46
1996-06-05T02,167
1996-06-05T03,81
1996-06-05T04,170
1996-06-05T05,192
1996-06-05T06,292
1996-06-05T07,388
1996-06-05T08,645
1996-06-05T09,241
1996-06-05T10,526
1996-06-05T11,646
1996-06-05T12,788
1996-06-05T13,568
1996-06-05T14,352
1996-06-05T15,600
1996-06-05T16,406
1996-06-05T17,279
1996-06-05T18,416
1996-06-05T19,408
1996-06-05T20,398
1996-06-05T21,302
1996-06-05T22,452
1996-06-05T23,292
1996-06-06T00,190
1996-06-06T01,132
1996-06-06T02,116
1996-06-06T03,259
1996-06-06T04,271
1996-06-06T05,123
1996-06-06T06,314
1996-06-06T07,250
1996-06-06T08,477
1996-06-06T09,494
1996-06-06T10,647
1996-06-06T11,744
1996-06-06T12,731
1996-06-06T13,644
1996-06-06T14,628
1996-06-06T15,405
1996-06-06T16,376
1996-06-06T17,311
1996-06-06T18,389
1996-06-06T19,326
1996-06-06T20,511
1996-06-06T21,263
1996-06-06T22,120
1996-06-06T23,73
1996-06-07T00,209
1996-06-07T01,268
1996-06-07T02,179
1996-06-07T03,213
1996-06-07T04,172
1996-06-07T05,489
1996-06-07T06,375
1996-06-07T07,625
1996-06-07T08,951
1996-06-07T09,512
1996-06-07T10,561
1996-06-07T11,822
1996-06-07T12,720
1996-06-07T13,566
1996-06-07T14,610
1996-06-07T15,399
1996-06-07T16,409
1996-06-07T17,258
1996-06-07T18,414
1996-06-07T19,225
1996-06-07T20,211
1996-06-07T21,140
1996-06-07T22,147
1996-06-07T23,283
1996-06-08T00,408
1996-06-08T01,85
1996-06-08T02,82
1996-06-08T03,112
1996-06-08T04,99
1996-06-08T05,404
1996-06-08T06,316
1996-06-08T07,73
1996-06-08T08,459
1996-06-08T09,272
1996-06-08T10,106
1996-06-08T11,236
1996-06-08T12,205
1996-06-08T13,385
1996-06-08T14,390
1996-06-08T15,280
1996-06-08T16,265
1996-06-08T17,300
1996-06-08T18,491
1996-06-08T19,475
1996-06-08T20,489
1996-06-08T21,506
1996-06-08T22,332
1996-06-08T23,258
1996-06-09T00,80
1996-06-09T01,386
1996-06-09T02,155
1996-06-09T03,86
1996-06-09T04,141
1996-06-09T05,82
1996-06-09T06,79
1996-06-09T07,137
1996-06-09T08,709
1996-06-09T09,147
1996-06-09T10,317
1996-06-09T11,632
1996-06-09T12,399
1996-06-09T13,405
1996-06-09T14,597
1996-06-09T15,557
1996-06-09T16,241
1996-06-09T17,295
1996-06-09T18,586
1996-06-09T19,453
1996-06-09T20,277
1996-06-09T21,243
1996-06-09T22,845
1996-06-09T23,179
1996-06-10T00,364
1996-06-10T01,309
1996-06-10T02,133
1996-06-10T03,150
1996-06-10T04,22
1996-06-10T05,153
1996-06-10T06,235
1996-06-10T07,170
1996-06-10T08,524
1996-06-10T09,822
1996-06-10T10,688
1996-06-10T11,848
1996-06-10T12,379
1996-06-10T13,497
1996-06-10T14,817
1996-06-10T15,423
1996-06-10T16,436
1996-06-10T17,625
1996-06-10T18,289
1996-06-10T19,644
1996-06-10T20,476
1996-06-10T21,484
1996-06-10T22,375
1996-06-10T23,169
1996-06-11T00,369
1996-06-11T01,142
1996-06-11T02,120
1996-06-11T03,88
1996-06-11T04,293
1996-06-11T05,158
1996-06-11T06,345
1996-06-11T07,532
1996-06-11T08,333
1996-06-11T09,647
1996-06-11T10,420
1996-06-11T11,311
1996-06-11T12,376
1996-06-11T13,930
1996-06-11T14,606
1996-06-11T15,684
1996-06-11T16,153
1996-06-11T17,293
1996-06-11T18,851
1996-06-11T19,629
1996-06-11T20,298
1996-06-11T21,63
1996-06-11T22,237
1996-06-11T23,134
1996-06-12T00,96
1996-06-12T01,146
1996-06-12T02,3
1996-06-12T03,97
1996-06-12T04,251
1996-06-12T05,189
1996-06-12T06,171
1996-06-12T07,91
1996-06-12T08,179
1996-06-12T09,253
1996-06-12T10,312
1996-06-12T11,599
1996-06-12T12,909
1996-06-12T13,1143
1996-06-12T14,751
1996-06-12T15,447
1996-06-12T16,1117
1996-06-12T17,287
1996-06-12T18,199
1996-06-12T19,295
1996-06-12T20,226
1996-06-12T21,355
1996-06-12T22,138
1996-06-12T23,90
1996-06-13T00,389
1996-06-13T01,183
1996-06-13T02,28
1996-06-13T03,162
1996-06-13T04,42
1996-06-13T05,50
1996-06-13T06,866
1996-06-13T07,665
1996-06-13T08,724
1996-06-13T09,634
1996-06-13T10,942
1996-06-13T11,713
1996-06-13T12,667
1996-06-13T13,1159
1996-06-13T14,583
1996-06-13T15,477
1996-06-13T16,492
1996-06-13T17,514
1996-06-13T18,344
1996-06-13T19,498
1996-06-13T20,415
1996-06-13T21,154
1996-06-13T22,444
1996-06-13T23,513
1996-06-14T00,89
1996-06-14T01,196
1996-06-14T02,171
1996-06-14T03,99
1996-06-14T04,106
1996-06-14T05,194
1996-06-14T06,353
1996-06-14T07,269
1996-06-14T08,363
1996-06-14T09,199
1996-06-14T10,695
1996-06-14T11,733
1996-06-14T12,479
1996-06-14T13,341
1996-06-14T14,540
1996-06-14T15,681
1996-06-14T16,608
1996-06-14T17,288
1996-06-14T18,101
1996-06-14T19,383
1996-06-14T20,166
1996-06-14T21,254
1996-06-14T22,173
1996-06-14T23,31
1996-06-15T00,2
1996-06-15T01,24
1996-06-15T02,159
1996-06-15T03,52
1996-06-15T05,52
1996-06-15T06,194
1996-06-15T07,278
1996-06-15T08,70
1996-06-15T09,82
1996-06-15T10,225
1996-06-15T11,216
1996-06-15T12,204
1996-06-15T13,287
1996-06-15T14,244
1996-06-15T15,170
1996-06-15T16,38
1996-06-15T17,394
1996-06-15T18,196
1996-06-15T19,599
1996-06-15T20,390
1996-06-15T21,258
1996-06-15T22,461
1996-06-15T23,189
1996-06-16T00,306
1996-06-16T01,18
1996-06-16T02,3
1996-06-16T03,36
1996-06-16T04,43
1996-06-16T05,24
1996-06-16T06,34
1996-06-16T07,249
1996-06-16T08,315
1996-06-16T09,183
1996-06-16T10,8
1996-06-16T11,129
1996-06-16T12,257
1996-06-16T13,418
1996-06-16T14,385
1996-06-16T15,632
1996-06-16T16,258
1996-06-16T17,255
1996-06-16T18,477
1996-06-16T19,383
1996-06-16T20,314
1996-06-16T21,134
1996-06-16T22,358
1996-06-16T23,491
1996-06-17T00,73
1996-06-17T01,155
1996-06-17T02,198
1996-06-17T03,46
1996-06-17T04,128
1996-06-17T05,200
1996-06-17T06,166
1996-06-17T07,296
1996-06-17T08,432
1996-06-17T09,587
1996-06-17T10,469
1996-06-17T11,579
1996-06-17T12,440
1996-06-17T13,587
1996-06-17T14,626
1996-06-17T15,401
1996-06-17T16,577
1996-06-17T17,449
1996-06-17T18,399
1996-06-17T19,412
1996-06-17T20,233
1996-06-17T21,222
1996-06-17T22,171
1996-06-17T23,361
1996-06-18T00,312
1996-06-18T01,234
1996-06-18T02,139
1996-06-18T03,15
1996-06-18T04,166
1996-06-18T05,63
1996-06-18T06,196
1996-06-18T07,409
1996-06-18T08,326
1996-06-18T09,588
1996-06-18T10,450
1996-06-18T11,492
1996-06-18T12,462
1996-06-18T13,509
1996-06-18T14,156
1996-06-18T15,481
1996-06-18T16,478
1996-06-18T17,116
1996-06-18T18,179
1996-06-18T19,415
1996-06-18T20,459
1996-06-18T21,176
1996-06-18T22,532
1996-06-18T23,84
1996-06-19T00,106
1996-06-19T01,178
1996-06-19T02,104
1996-06-19T03,46
1996-06-19T04,240
1996-06-19T05,331
1996-06-19T06,237
1996-06-19T07,263
1996-06-19T08,664
1996-06-19T09,830
1996-06-19T10,504
1996-06-19T11,572
1996-06-19T12,312
1996-06-19T13,1030
1996-06-19T14,735
1996-06-19T15,597
1996-06-19T16,305
1996-06-19T17,923
1996-06-19T18,416
1996-06-19T19,103
1996-06-19T20,196
1996-06-19T21,397
1996-06-19T22,270
1996-06-19T23,89
1996-06-20T00,163
1996-06-20T01,53
1996-06-20T02,89
1996-06-20T03,60
1996-06-20T04,96
1996-06-20T05,78
1996-06-20T06,260
1996-06-20T07,502
1996-06-20T08,513
1996-06-20T09,432
1996-06-20T10,265
1996-06-20T11,198
1996-06-20T13,196
1996-06-20T14,431
1996-06-20T15,472
1996-06-20T16,385
1996-06-20T17,335
1996-06-20T18,274
1996-06-20T19,309
1996-06-20T20,464
1996-06-20T21,377
1996-06-20T22,207
1996-06-20T23,146
1996-06-21T00,308
1996-06-21T01,81
1996-06-21T02,27
1996-06-21T03,57
1996-06-21T04,26
1996-06-21T05,274
1996-06-21T06,353
1996-06-21T07,309
1996-06-21T08,432
1996-06-21T09,282
1996-06-21T10,372
1996-06-21T11,458
1996-06-21T12,716
1996-06-21T13,832
1996-06-21T14,537
1996-06-21T15,418
1996-06-21T16,214
1996-06-21T17,229
1996-06-21T18,515
1996-06-21T19,764
1996-06-21T20,467
1996-06-21T21,414
1996-06-21T22,147
1996-06-21T23,179
1996-06-22T00,291
1996-06-22T01,40
1996-06-22T02,106
1996-06-22T03,276
1996-06-22T05,36
1996-06-22T06,223
1996-06-22T07,87
1996-06-22T08,572
1996-06-22T09,210
1996-06-22T10,574
1996-06-22T11,1099
1996-06-22T12,590
1996-06-22T13,425
1996-06-22T14,797
1996-06-22T15,909
1996-06-22T16,759
1996-06-22T17,516
1996-06-22T18,45
1996-06-22T19,173
1996-06-22T20,327
1996-06-22T21,510
1996-06-22T22,710
1996-06-22T23,552
1996-06-23T00,310
1996-06-23T01,80
1996-06-23T03,201
1996-06-23T04,69
1996-06-23T05,153
1996-06-23T06,241
1996-06-23T07,621
1996-06-23T08,287
1996-06-23T09,850
1996-06-23T10,627
1996-06-23T11,412
1996-06-23T12,788
1996-06-23T13,884
1996-06-23T14,293
1996-06-23T15,594
1996-06-23T16,867
1996-06-23T17,381
1996-06-23T18,464
1996-06-23T19,678
1996-06-23T20,608
1996-06-23T21,588
1996-06-23T22,609
1996-06-23T23,352
1996-06-24T00,132
1996-06-24T01,338
1996-06-24T02,97
1996-06-24T03,183
1996-06-24T04,45
1996-06-24T05,194
1996-06-24T06,279
1996-06-24T07,934
1996-06-24T08,218
1996-06-24T09,925
1996-06-24T10,945
1996-06-24T11,652
1996-06-24T12,992
1996-06-24T13,1119
1996-06-24T14,845
1996-06-24T15,542
1996-06-24T16,349
1996-06-24T17,450
1996-06-24T18,775
1996-06-24T19,428
1996-06-24T20,297
1996-06-24T21,230
1996-06-24T22,267
1996-06-24T23,112
1996-06-25T00,379
1996-06-25T01,256
1996-06-25T02,320
1996-06-25T03,146
1996-06-25T04,340
1996-06-25T05,386
1996-06-25T06,292
1996-06-25T07,740
1996-06-25T08,1320
1996-06-25T09,774
1996-06-25T10,992
1996-06-25T11,559
1996-06-25T12,514
1996-06-25T13,729
1996-06-25T14,373
1996-06-25T15,995
1996-06-25T16,1010
1996-06-25T17,695
1996-06-25T18,651
1996-06-25T19,685
1996-06-25T20,666
1996-06-25T21,775
1996-06-25T22,516
1996-06-25T23,306
1996-06-26T00,125
1996-06-26T01,125
1996-06-26T02,173
1996-06-26T03,140
1996-06-26T04,365
1996-06-26T05,400
1996-06-26T06,195
1996-06-26T07,804
1996-06-26T08,599
1996-06-26T09,701
1996-06-26T10,981
1996-06-26T11,1062
1996-06-26T12,624
1996-06-26T13,971
1996-06-26T14,607
1996-06-26T15,643
1996-06-26T16,855
1996-06-26T17,776
1996-06-26T18,1057
1996-06-26T19,803
1996-06-26T20,240
1996-06-26T21,318
1996-06-26T22,145
1996-06-26T23,375
1996-06-27T00,314
1996-06-27T01,126
1996-06-27T02,34
1996-06-27T03,188
1996-06-27T04,351
1996-06-27T05,29
1996-06-27T06,278
1996-06-27T07,603
1996-06-27T08,398
1996-06-27T09,427
1996-06-27T10,372
1996-06-27T11,811
1996-06-27T12,910
1996-06-27T13,339
1996-06-27T14,824
1996-06-27T15,728
1996-06-27T16,422
1996-06-27T17,89
1996-06-27T18,364
1996-06-27T19,595
1996-06-27T20,266
1996-06-27T21,497
1996-06-27T22,61
1996-06-27T23,285
1996-06-28T00,421
1996-06-28T01,98
1996-06-28T02,180
1996-06-28T03,62
1996-06-28T04,18
1996-06-28T05,278
1996-06-28T06,247
1996-06-28T07,454
1996-06-28T08,322
1996-06-28T09,363
1996-06-28T10,685
1996-06-28T11,373
1996-06-28T12,385
1996-06-28T13,620
1996-06-28T14,811
1996-06-28T15,643
1996-06-28T16,337
1996-06-28T17,264
1996-06-28T18,110
1996-06-28T19,326
1996-06-28T20,442
1996-06-28T21,347
1996-06-28T22,29
1996-06-28T23,225
1996-06-29T00,26
1996-06-29T01,140
1996-06-29T02,96
1996-06-29T03,167
1996-06-29T04,33
1996-06-29T05,87
1996-06-29T06,115
1996-06-29T07,261
1996-06-29T08,109
1996-06-29T09,174
1996-06-29T10,346
1996-06-29T11,340
1996-06-29T12,276
1996-06-29T13,317
1996-06-29T14,303
1996-06-29T15,230
1996-06-29T16,152
1996-06-29T17,265
1996-06-29T18,87
1996-06-29T19,551
1996-06-29T20,119
1996-06-29T21,317
1996-06-29T22,76
1996-06-29T23,203
1996-06-30T00,21
1996-06-30T02,51
1996-06-30T03,128
1996-06-30T04,52
1996-06-30T05,62
1996-06-30T06,183
1996-06-30T07,143
1996-06-30T08,147
1996-06-30T09,231
1996-06-30T10,103
1996-06-30T11,380
1996-06-30T12,407
1996-06-30T13,465
1996-06-30T14,682
1996-06-30T15,383
1996-06-30T16,269
1996-06-30T17,478
1996-06-30T18,275
1996-06-30T19,309
1996-06-30T20,209
1996-06-30T21,272
1996-06-30T22,140
1996-06-30T23,122
1996-07-01T00,100
1996-07-01T01,114
1996-07-01T02,3
1996-07-01T03,1
1996-07-01T04,158
1996-07-01T05,102
1996-07-01T06,108
1996-07-01T07,395
1996-07-01T08,132
1996-07-01T09,285
1996-07-01T10,723
1996-07-01T11,351
1996-07-01T12,269
1996-07-01T13,245
1996-07-01T14,363
1996-07-01T15,449
1996-07-01T16,237
1996-07-01T17,286
1996-07-01T18,445
1996-07-01T19,308
1996-07-01T20,329
1996-07-01T21,641
1996-07-01T22,648
1996-07-01T23,204
1996-07-02T00,347
1996-07-02T01,299
1996-07-02T02,185
1996-07-02T03,234
1996-07-02T04,206
1996-07-02T05,72
1996-07-02T06,358
1996-07-02T07,341
1996-07-02T08,785
1996-07-02T09,557
1996-07-02T10,679
1996-07-02T11,650
1996-07-02T12,609
1996-07-02T13,576
1996-07-02T14,687
1996-07-02T15,560
1996-07-02T16,475
1996-07-02T17,322
1996-07-02T18,191
1996-07-02T19,309
1996-07-02T20,100
1996-07-02T21,238
1996-07-02T22,642
1996-07-02T23,240
1996-07-03T00,186
1996-07-03T01,296
1996-07-03T02,231
1996-07-03T03,239
1996-07-03T04,270
1996-07-03T05,409
1996-07-03T06,292
1996-07-03T07,711
1996-07-03T08,712
1996-07-03T09,338
1996-07-03T10,739
1996-07-03T11,340
1996-07-03T12,787
1996-07-03T13,698
1996-07-03T14,524
1996-07-03T15,585
1996-07-03T16,345
1996-07-03T17,567
1996-07-03T18,499
1996-07-03T19,547
1996-07-03T20,924
1996-07-03T21,240
1996-07-03T22,373
1996-07-03T23,285
1996-07-04T00,270
1996-07-04T01,414
1996-07-04T02,83
1996-07-04T03,263
1996-07-04T04,63
1996-07-04T05,42
1996-07-04T06,304
1996-07-04T07,65
1996-07-04T08,67
1996-07-04T09,583
1996-07-04T10,395
1996-07-04T11,654
1996-07-04T12,512
1996-07-04T13,711
1996-07-04T14,523
1996-07-04T15,391
1996-07-04T16,512
1996-07-04T17,129
1996-07-04T18,288
1996-07-04T19,330
1996-07-04T20,923
1996-07-04T21,532
1996-07-04T22,271
1996-07-04T23,318
1996-07-05T00,140
1996-07-05T01,305
1996-07-05T02,399
1996-07-05T03,172
1996-07-05T04,179
1996-07-05T05,84
1996-07-05T06,237
1996-07-05T07,452
1996-07-05T08,273
1996-07-05T09,561
1996-07-05T10,398
1996-07-05T11,351
1996-07-05T12,418
1996-07-05T13,633
1996-07-05T14,606
1996-07-05T15,429
1996-07-05T16,419
1996-07-05T17,400
1996-07-05T18,544
1996-07-05T19,322
1996-07-05T20,170
1996-07-05T21,181
1996-07-05T22,271
1996-07-05T23,452
1996-07-06T00,279
1996-07-06T01,124
1996-07-06T02,10
1996-07-06T03,78
1996-07-06T04,45
1996-07-06T05,227
1996-07-06T06,191
1996-07-06T07,178
1996-07-06T08,253
1996-07-06T09,215
1996-07-06T10,188
1996-07-06T11,401
1996-07-06T12,391
1996-07-06T13,363
1996-07-06T14,235
1996-07-06T15,331
1996-07-06T16,363
1996-07-06T17,766
1996-07-06T18,455
1996-07-06T19,859
1996-07-06T20,238
1996-07-06T21,317
1996-07-06T22,398
1996-07-06T23,441
1996-07-07T00,301
1996-07-07T01,35
1996-07-07T02,125
1996-07-07T03,86
1996-07-07T04,379
1996-07-07T05,183
1996-07-07T06,344
1996-07-07T07,166
1996-07-07T08,190
1996-07-07T09,525
1996-07-07T10,164
1996-07-07T11,447
1996-07-07T12,440
1996-07-07T13,400
1996-07-07T14,521
1996-07-07T15,578
1996-07-07T16,593
1996-07-07T17,401
1996-07-07T18,402
1996-07-07T19,588
1996-07-07T20,491
1996-07-07T21,558
1996-07-07T22,183
1996-07-07T23,320
1996-07-08T00,208
1996-07-08T01,304
1996-07-08T02,134
1996-07-08T03,267
1996-07-08T04,160
1996-07-08T05,360
1996-07-08T06,138
1996-07-08T07,448
1996-07-08T08,226
1996-07-08T09,367
1996-07-08T10,560
1996-07-08T11,185
1996-07-08T12,860
1996-07-08T13,627
1996-07-08T14,977
1996-07-08T15,1060
1996-07-08T16,436
1996-07-08T17,698
1996-07-08T18,525
1996-07-08T19,285
1996-07-08T20,361
1996-07-08T21,371
1996-07-08T22,317
1996-07-08T23,252
1996-07-09T00,38
1996-07-09T01,170
1996-07-09T02,140
1996-07-09T03,83
1996-07-09T04,107
1996-07-09T05,361
1996-07-09T06,439
1996-07-09T07,449
1996-07-09T08,367
1996-07-09T09,226
1996-07-09T10,514
1996-07-09T11,817
1996-07-09T12,368
1996-07-09T13,614
1996-07-09T14,739
1996-07-09T15,478
1996-07-09T16,325
1996-07-09T17,202
1996-07-09T18,560
1996-07-09T19,334
1996-07-09T20,349
1996-07-09T21,309
1996-07-09T22,334
1996-07-09T23,331
1996-07-10T00,232
1996-07-10T01,283
1996-07-10T02,61
1996-07-10T03,29
1996-07-10T04,98
1996-07-10T05,164
1996-07-10T06,232
1996-07-10T07,384
1996-07-10T08,426
1996-07-10T09,607
1996-07-10T10,630
1996-07-10T11,385
1996-07-10T12,424
1996-07-10T13,551
1996-07-10T14,386
1996-07-10T15,224
1996-07-10T16,294
1996-07-10T17,277
1996-07-10T18,219
1996-07-10T19,139
1996-07-10T20,810
1996-07-10T21,643
1996-07-10T22,622
1996-07-10T23,656
1996-07-11T00,391
1996-07-11T01,168
1996-07-11T02,263
1996-07-11T03,115
1996-07-11T04,443
1996-07-11T05,339
1996-07-11T06,392
1996-07-11T07,594
1996-07-11T08,400
1996-07-11T09,444
1996-07-11T10,475
1996-07-11T11,253
1996-07-11T12,265
1996-07-11T13,312
1996-07-11T14,247
1996-07-11T15,377
1996-07-11T16,462
1996-07-11T17,410
1996-07-11T18,259
1996-07-11T19,126
1996-07-11T20,431
1996-07-11T21,340
1996-07-11T22,158
1996-07-11T23,164
1996-07-12T00,203
1996-07-12T01,167
1996-07-12T02,28
1996-07-12T03,66
1996-07-12T04,190
1996-07-12T05,461
1996-07-12T06,171
1996-07-12T07,575
1996-07-12T08,369
1996-07-12T09,330
1996-07-12T10,426
1996-07-12T11,293
1996-07-12T12,380
1996-07-12T13,499
1996-07-12T14,362
1996-07-12T15,378
1996-07-12T16,241
1996-07-12T17,103
1996-07-12T18,214
1996-07-12T19,401
1996-07-12T20,397
1996-07-12T21,550
1996-07-12T22,314
1996-07-12T23,96
1996-07-13T00,264
1996-07-13T01,85
1996-07-13T02,54
1996-07-13T03,39
1996-07-13T04,62
1996-07-13T05,138
1996-07-13T06,342
1996-07-13T07,153
1996-07-13T08,205
1996-07-13T09,330
1996-07-13T10,271
1996-07-13T11,235
1996-07-13T12,239
1996-07-13T13,456
1996-07-13T14,256
1996-07-13T15,456
1996-07-13T16,595
1996-07-13T17,540
1996-07-13T18,466
1996-07-13T19,249
1996-07-13T20,363
1996-07-13T21,294
1996-07-13T22,357
1996-07-13T23,276
1996-07-14T00,209
1996-07-14T01,208
1996-07-14T02,6
1996-07-14T03,50
1996-07-14T04,264
1996-07-14T05,130
1996-07-14T06,175
1996-07-14T07,205
1996-07-14T08,171
1996-07-14T09,237
